"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_INDEX|INDSTR","41",,"INDSTR","12544.72","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ALLCAP","36",,"ALLCAP","9413.26","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLCAP","31",,"SMLCAP","45495.26","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX","1",,"SENSEX","73872.29","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|AUTO","13",,"AUTO","47807.66","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CONDIS","38",,"CONDIS","8580.85","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMEIPO","27",,"SMEIPO","57875.7","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BANKEX","12",,"BANKEX","53939.04","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MFG","35",,"MFG","991.5","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|POWER","22",,"POWER","6816.36","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|UTILS","46",,"UTILS","5616.51","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECD","8",,"BSECD","52531.91","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE500","4",,"BSE500","32299.06","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDSEL","43",,"MIDSEL","14419.01","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|FINSER","40",,"FINSER","10407.58","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CARBON","26",,"CARBON","3796.15","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE200","3",,"BSE200","10132.4","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIT","34",,"BSEIT","37981.85","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEHC","33",,"BSEHC","34755.44","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEIPO","23",,"BSEIPO","13739.86","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEFMC","32",,"BSEFMC","19521.99","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|GREENX","25",,"GREENX","6509.32","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|MIDCAP","30",,"MIDCAP","40025.84","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSECG","7",,"BSECG","59253.83","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|COMDTY","37",,"COMDTY","6697.82","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|OILGAS","15",,"OILGAS","28881.0","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TECK","11",,"TECK","16828.24","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|REALTY","21",,"REALTY","7315.28","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|ENERGY","39",,"ENERGY","12507.41","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|INFRA","28",,"INFRA","581.04","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSEPSU","10",,"BSEPSU","19095.16","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|BSE100","2",,"BSE100","23320.87","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SMLSEL","44",,"SMLSEL","6726.04","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|CPSE","29",,"CPSE","3682.27","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|LRGCAP","42",,"LRGCAP","8687.46","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|TELCOM","45",,"TELCOM","2508.33","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|METAL","14",,"METAL","28338.57","",,"",,"INDEX",,"BSE_INDEX"
"BSE_INDEX|SENSEX50","47",,"SENSEX50","0.0","",,"",,"INDEX",,"BSE_INDEX"
"BSE_EQ|INE008B01013","524288","AIMCOPEST","AIMCO PESTICIDES LTD","112.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE916DA7SD0","974591","792KMPL25","KMPL792201125PVT","100000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE499G01013","524314","GUJTERC","GUJARAT TERCE LABORATORIES LTD","35.82","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE999H07082","974380","7LKCP26A","LKCPL7261026PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE573R01012","524324","SEYAIND","SEYA INDUSTRIES LTD","26.55","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE704P01025","540678","COCHINSHIP","COCHIN SHIPYARD LIMITED","876.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE785A01026","524330","JAYAGROGN","JAYANT AGROORGANICS LTD","233.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE412G01024","524332","BCLIND","BCL INDUSTRIES LIMITED","72.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE733E07KL3","958879","732NTPC29","NTPC73217729PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065E01017","524336","SHHARICH","SHREE HARI CHEMICALS EXPORT LT","85.11","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE880L01014","540680","KIOCL","KIOCL LIMITED","467.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07639","950322","1015IBHF24","IBHFL10155624PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE803D01021","524342","INDOBORAX","INDO BORAX  CHEMICALS LTD","175.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE163N08115","959105","88OPAL25","OPAL88310032025PVT","1019920.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE767A01016","524348","AARTIDRUGS","AARTI DRUGS LTD","489.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338D01028","524370","BODALCHEM","BODAL CHEMICALS LTD","97.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE496X07052","956697","12BRPL24","BRPL1230624PVT","1.0","",,"0.01","1000000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE191A01027","524372","ORCHPHARMA","ORCHID PHARMA LIMITED","1134.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07035","950360","970LTFH24","LTFH9710624PVT","2500000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08476","950373","924HDFCB24","HDFCB924M00924624PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE985V07066","974844","950AFL26","AFPL95015526PVT","100000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE579C01029","524394","VIMTALABS","VIMTA LABS LTD","525.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE829A01014","524396","BIOFILCHEM","BIOFIL CHEMICALS  PHARMACEUTI","61.92","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE806D01016","524400","ISHITADR","ISHITA DRUGS  INDUSTRIES LTD","71.08","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750C01026","524404","MARKSANS","MARKSANS PHARMA LTD","152.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE113E01015","524408","UNIVSTAR","UNIVERSAL STARCHCHEM ALLIED L","152.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198H01019","524412","AAREYDRUGS","AAREY DRUGS  PHARMACEUTICALS","46.04","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE744C01029","524414","NORRIS","NORRIS MEDICINES LTD","18.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN002023Y268","804813","182TB210324","182TB210324","96.61","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BX4","959228","7NABARD30","NABARD743310130PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE810M01019","524434","ASINPET","ASIAN PETROPRODUCTS  EXPORTS","16.95","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE198C01010","524440","CAMEXLTD","CAMEX LTD","40.12","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE313M01030","524444","EVEXIA","EVEXIA LIFECARE LIMITED","2.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H07AC4","950434","950ILFS24","ILFS9503724","1000.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE319N01019","524458","INDOEURO","INDO EURO INDCHEM LTD","13.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE539K08112","950446","1175HDFCC","CREDILA1175","1061375.6","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE036D01028","590003","KARURVYSYA","KARUR VYSYA BANK LTD","184.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE484C01030","590005","TIDEWATER","TIDE WATER OIL INDIA LTD","1643.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE312C01025","524470","SYNCOMF","SYNCOM FORMULATIONS INDIA LT","13.46","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08BP2","950457","860PFCL24","PFC8607824PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CN5","950458","850PFCL24","PFC850151224PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CP0","950459","880PFCL25","PFC88015125PVT","1097800.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08CS4","950460","890PFCL25","PFC89015325PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE445C01015","590013","XPROINDIA","XPRO INDIA LTD","1184.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DA0","950463","875PFCL25","PFC87515625PVT","1069905.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE249D01019","524480","RIDDHI","RIDDHI SIDDHI GLUCO BIOLS LTD","589.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DS2","950465","946PFCL26","PFC9461826PVT","1121374.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE598C01011","590018","HISARMETAL","HISAR METAL INDUSTRIES LTD","206.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DU8","950467","945PFCL26","945PFC26","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FL2","950468","900PFCL28","PFC90011328PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE838B01013","590021","BHARATRAS","BHARAT RASAYAN LTD","9181.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE962C01027","590022","EASTSILK","EASTERN SILK INDUSTRIES LTD","2.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08FQ1","950471","894PFCL28","PFC89425328PVT","1155499.85","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE038B01010","524488","SVCIND","SVC INDUSTRIES LIMITED","3.76","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE424C01010","590025","GINNIFILA","GINNI FILAMENTS LTD","35.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08DJ1","950475","905PFCL30","PFC905151230PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07026","950306","970IIL24B","INDIAINFRA97228524PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE571A01038","524494","IPCALAB","IPCA LABORATORIES LTD","1188.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE244A01016","590031","DENORA","DE NORA INDIA LTD","1648.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN001226C074","800449","GS16DEC2026","GS16DEC2026C","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE729D01010","524500","KILITCH","KILITCH DRUGS INDIA LTD","362.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07125","950485","775PFCL26","PFC775151011PVT","107111.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE548H01015","524502","RAAJMEDI","RAAJ MEDISAFE INDIA LTD","62.13","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07323","950487","738PFCL27A","PFC738291127PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE270D01015","524504","REVAORG","REVATI ORGANICS LTD","2.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE641C01019","590041","KAVVERITEL","KAVVERI TELECOM PRODUCTS LTD","13.19","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE683E01017","524506","CORALAB","CORAL LABORATORIES LTD","392.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07087","955770","897UPPCL25","UPPCL89714225PVT","1000500.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07141","950494","816PFCL26","PFC816251126PVT","113928.94","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07240","950497","872PFCL22A","PFC87230327PVT","13800.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276N01011","524514","TULASEEBIOE","TULASEE BIOETHANOL LTD","21.47","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE667G01023","590051","SAKSOFT","SAKSOFT LTD","252.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE711D01018","524516","BACPHAR","BACIL PHARMA LTD","10.92","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE268B01013","524518","KREBSBIO","KREBS BIOCHEMICALS  INDUSTRIE","70.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE879K01018","524520","KMCSHIL","KMC SPECIALITY HOSPITALS INDI","88.27","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE217G01035","590057","EQUIPPP","EQUIPPP SOCIAL IMPACT TECHNOLO","27.26","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE919B01011","524522","LAFFANSQ","LAFFANS PETROCHEMICALS LTD","48.21","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715B01021","590062","ANDHRSUGAR","ANDHRA SUGARS LTD","109.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE805C01028","590066","KCP","KCPLTD","186.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE731C01018","590068","KHAITANLTD","KHAITAN INDIA LTD","79.51","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE972C01018","524534","BHASKAGR","BHASKAR AGROCHEMICALS LTD","69.55","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE660A01013","590071","SUNDARMFIN","SUNDARAM FINANCE LTD","4194.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE073D01013","590072","SUNDRMBRAK","SUNDARAM BRAKE LININGS LTD","719.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE715A01015","590073","WHEELS","WHEELS INDIA LTD","623.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE112F01022","590075","LAMBODHARA","LAMBODHARA TEXTILES LTD","166.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE07GA01011","543391","SGFRL","SUYOG GURBAXANI FUNICULAR ROPE","133.35","",,"0.05","1500","EQUITY",,"BSE_EQ"
"BSE_EQ|INE450E01011","524542","SUKHJITS","SUKHJIT STARCH  CHEMICALS LTD","472.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE06DM01015","524546","SATAGRI","SATIATE AGRI LIMITED","22.89","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE725E01024","590086","ORISSAMINE","ORISSA MINERALS DEVELOPMENT CO","6674.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE765G01017","540716","ICICIGI","ICICI LOMBARD GENERAL INSURANC","1654.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A08OK1","959112","10CIFPERP","CIFCL1075PERPETUALPVT","553000.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE794A01010","524558","NEULANDLAB","NEULAND LABORATORIES LTD","6996.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB17I5","590095","GOLDBEES","NIPPON INDIA ETF GOLD BEES","53.76","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01037","590096","LIQUIDBEES","NIPPON INDIA ETF LIQUID BEES","1000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174KA1HJ8","590097","KOTAKGOLD","KOTAK MAHINDRA MUTUAL FUND  K","54.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA16D8","590098","SBIGETS","SBI MUTUAL FUND  SBI GOLD EXC","55.32","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01408","590099","QGOLDHALF","QUANTUM GOLD FUND  EXCHANGE T","53.45","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE052E01015","524564","GAYATRIBI","GAYATRI BIOORGANICS LTD","6.26","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF789F1AUX7","590101","GOLDSHARE","UTI MUTUAL FUND  UTI GOLD EXC","54.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB14I2","590103","NIFTYBEES","NIPPON INDIA ETF NIFTY BEES","247.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01045","590104","JUNIORBEES","NIPPON INDIA ETF JUNIOR BEES","636.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371C01013","524570","PODDARMENT","PODDAR PIGMENTS LTD","377.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF373I01023","590107","KOTAKPSUBK","KOTAK MAHINDRA MUTUAL FUND  K","709.52","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE117D01018","524572","PHARMAID","PHARMAIDS PHARMACEUTICALS LTD","60.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF732E01128","590109","SHARIABEES","NIPPON INDIA ETF SHARIAH BEES","511.51","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF082J01028","590110","QNIFTY","QUANTUM NIFTY 50 ETF","2398.6","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE737C01023","524576","VIVIDIND","VIVID GLOBAL INDUSTRIES LTD","20.21","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KB19I1","590113","HNGSNGBEES","NIPPON INDIA ETF HANG SENG BEE","243.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF247L01536","590115","MOM50","MOTILAL OSWAL MUTUAL FUND","227.91","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE686C01014","524580","PRIYALT","PRIYA LTD","17.88","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H07BT6","955782","85ILFSFS27","ILFSFSL8520227PVT","1000.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE314D01011","524582","TIRUSTA","TIRUPATI STARCH  CHEMICALS LT","167.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE614X07274","936840","1004DLSL24","DLSL10046924NCD","967.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE263B01022","524592","JDORGOCHEM","JD ORGOCHEM LTD","8.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08IT9","955784","76PFCL27","PFC76020227PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994D01010","524594","ASHOKALC","ASHOK ALCOCHEM LTD","128.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE542B01011","524598","AKSHARCHEM","AKSHARCHEM INDIA LTD","327.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01F59","590136","KOTAKBKETF","KOTAK MAHINDRA MUTUAL FUND  P","484.35","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA1580","590137","SETFNIFBK","SBI MUTUAL FUNDPERMITTED","479.52","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE415H01017","524606","BERLDRG","BERYL DRUGS LTD","38.72","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08676","974593","740PGCL33","PGCL74017233PVT","90000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE056E01024","524614","INDXTRA","IEL LIMITED","8.94","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE340M08129","950600","972TGDCL24","TGDCL97216724PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532B01020","524622","ISTRNETWK","ISTREET NETWORK LIMITED","2.69","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE076D01016","524624","GAGAN","GAGAN GASES LTD","22.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE327G01032","540728","SAYAJIIND","SAYAJI INDUSTRIES LIMITED","190.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750B01010","524628","PARKERAC","PARKER AGROCHEM EXPORTS LTD","24.21","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE551C01028","524632","SHUKRAPHAR","SHUKRA PHARMACEUTICALS LIMITED","352.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE058F01019","524634","ALUFLUOR","ALUFLUORIDE LTD","454.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE013A07A66","950619","942RCL2024","RCL942B3014824PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE102E01018","524636","OXYGENTAPH","OXYGENTA PHARMACEUTICAL LIMITE","36.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062Y01012","540730","MEHAI","MEHAI TECHNOLOGY  LIMITED","24.7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE078I01011","524640","ARCHITORG","ARCHIT ORGANOSYS LTD","46.35","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE528E01022","524642","SIKOZY","SIKOZY REALTORS LIMITED","0.76","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07182","961718","PFCBT1S4","PFCBT1S4","14000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE760F01028","524648","INDOAMIN","INDO AMINES LTD","134.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE788B01028","524652","INDSWFTLTD","INDSWIFT LTD","17.49","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE936B01015","524654","NATCAPSUQ","NATURAL CAPSULES LTD","332.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE871D07NI3","950641","950ILFS24A","ILFS95029072024PVT","1000.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE331C01017","524661","WELCURE","WELCURE DRUGS  PHARMACEUTICAL","4.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE994B01014","524663","BIBCL","BHARAT IMMUNOLOGICALS  BIOLOG","31.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE035D01020","524667","SOTL","SAVITA OIL TECHNOLOGIES LTD","437.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE782E01017","524669","HESTERBIO","HESTER BIOSCIENCES LTD","1404.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE645C01010","524675","KABSON","KABSONS INDUSTRIES LTD","19.41","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE00WJ08019","958025","JFCZC28","JFCZC27628PVT","1.002E7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE982X07143","973301","1172SML26","SML11725526PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE936D07075","950668","975JUP2024","JUP975282024PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE402Y01028","540738","STL","SHREEJI TRANSLOGISTICS LIMITED","35.86","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE473E01021","524687","BASANTGL","BASANT AGRO TECH INDIA LTD","21.71","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08526","950675","950HDFCB24","HDFCB95M01413824PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE146O08142","958259","7432HLFL24","HLFL743217924PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE751D01014","524703","SANDUPHQ","SANDU PHARMACEUTICALS LTD","66.74","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08182","959117","899BOBPER","BOB899PERPETUALPVT","1018780.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE295D01020","524709","NACLIND","NACL INDUSTRIES LIMITED","68.93","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE427C01021","524711","VISTAPH","VISTA PHARMACEUTICALS LTD","14.09","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE044A01036","524715","SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES","1574.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE150C01011","524717","TITANBIO","TITAN BIOTECH LTD","557.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E08029","955805","76IREDA27","IREDA76023227PVT","1000000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE806T01012","543397","SAPPHIRE","SAPPHIRE FOODS INDIA LIMITED","1496.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE491D01017","524723","BIJHANS","BIJOY HANS LTD","21.95","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07203","974812","863KFL33","KFL86324333PVT","100000.0","",,"0.01","1","EQUITY",,"BSE_EQ"
