"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BCD_FO|2148868","2148868","USDINR2431583.25CE","USDINR","0.005","2024-03-15","83.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148870","2148870","GBPINR24315107.75PE","GBPINR","2.6475","2024-03-15","107.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148872","2148872","GBPINR24315109.25PE","GBPINR","4.1375","2024-03-15","109.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2154924","2154924","GBPINR24517103.25CE","GBPINR","2.67","2024-05-17","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148876","2148876","GBPINR24315101.75PE","GBPINR","0.0025","2024-03-15","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148877","2148877","EURINR2431586.75PE","EURINR","0.0025","2024-03-15","86.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148878","2148878","GBPINR24315103.25PE","GBPINR","0.0425","2024-03-15","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148879","2148879","EURINR2431588.25PE","EURINR","0.015","2024-03-15","88.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148881","2148881","GBPINR24315107.75CE","GBPINR","0.0125","2024-03-15","107.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148884","2148884","GBPINR24315109.25CE","GBPINR","0.0025","2024-03-15","109.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148885","2148885","JPYINR2431561.25CE","JPYINR","0.0025","2024-03-15","61.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148887","2148887","USDINR2431581.25PE","USDINR","0.0025","2024-03-15","81.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148890","2148890","GBPINR24315101.75CE","GBPINR","3.3625","2024-03-15","101.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148891","2148891","EURINR2431586.75CE","EURINR","3.2375","2024-03-15","86.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148892","2148892","GBPINR24315103.25CE","GBPINR","1.905","2024-03-15","103.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148893","2148893","EURINR2431588.25CE","EURINR","1.7525","2024-03-15","88.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148951","2148951","EURINR2431586.25PE","EURINR","0.0025","2024-03-15","86.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148952","2148952","EURINR2431586.25CE","EURINR","3.735","2024-03-15","86.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148958","2148958","JPYINR2431552.75PE","JPYINR","0.0025","2024-03-15","52.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148959","2148959","JPYINR2431552.75CE","JPYINR","2.43","2024-03-15","52.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148960","2148960","EURINR2431586PE","EURINR","0.0025","2024-03-15","86.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148961","2148961","EURINR2431586CE","EURINR","3.985","2024-03-15","86.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2154939","2154939","GBPINR24517101.25PE","GBPINR","0.2025","2024-05-17","101.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148965","2148965","GBPINR24315100.25PE","GBPINR","0.0025","2024-03-15","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148966","2148966","GBPINR24315100.25CE","GBPINR","4.86","2024-03-15","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148977","2148977","EURINR2431585.75PE","EURINR","0.0025","2024-03-15","85.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148978","2148978","EURINR2431585.75CE","EURINR","4.235","2024-03-15","85.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148983","2148983","EURINR2431585.5PE","EURINR","0.0025","2024-03-15","85.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148984","2148984","EURINR2431585.5CE","EURINR","4.485","2024-03-15","85.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148996","2148996","JPYINR2431552.25PE","JPYINR","0.0025","2024-03-15","52.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148997","2148997","JPYINR2431552.25CE","JPYINR","2.9275","2024-03-15","52.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2148998","2148998","EURINR2431585.25PE","EURINR","0.0025","2024-03-15","85.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149000","2149000","EURINR2430785PE","EURINR","0.0025","2024-03-07","85.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149001","2149001","EURINR2430785CE","EURINR","4.935","2024-03-07","85.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149002","2149002","JPYINR2431552.5PE","JPYINR","0.0025","2024-03-15","52.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149004","2149004","JPYINR2431552.5CE","JPYINR","2.6775","2024-03-15","52.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149012","2149012","EURINR2431585PE","EURINR","0.0025","2024-03-15","85.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149013","2149013","EURINR2431585CE","EURINR","4.985","2024-03-15","85.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149017","2149017","EURINR2432291.5PE","EURINR","1.5425","2024-03-22","91.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149018","2149018","EURINR2432293PE","EURINR","2.965","2024-03-22","93.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149021","2149021","JPYINR2432257.5PE","JPYINR","2.2425","2024-03-22","57.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149022","2149022","JPYINR2432259PE","JPYINR","3.735","2024-03-22","59.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149023","2149023","EURINR2432291.5CE","EURINR","0.0825","2024-03-22","91.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149024","2149024","EURINR2432293CE","EURINR","0.005","2024-03-22","93.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149025","2149025","JPYINR2432253PE","JPYINR","0.0025","2024-03-22","53.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149027","2149027","JPYINR2432257.5CE","JPYINR","0.0025","2024-03-22","57.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149029","2149029","JPYINR2432259CE","JPYINR","0.0025","2024-03-22","59.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149030","2149030","JPYINR2432253CE","JPYINR","2.2475","2024-03-22","53.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149031","2149031","EURINR2432291PE","EURINR","1.13","2024-03-22","91.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149034","2149034","JPYINR2432255.5PE","JPYINR","0.5075","2024-03-22","55.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149035","2149035","JPYINR2432257PE","JPYINR","1.7525","2024-03-22","57.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149036","2149036","GBPINR24322109.5PE","GBPINR","4.36","2024-03-22","109.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149037","2149037","EURINR2432291CE","EURINR","0.1675","2024-03-22","91.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149039","2149039","JPYINR2432255.5CE","JPYINR","0.26","2024-03-22","55.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149040","2149040","JPYINR2432257CE","JPYINR","0.0125","2024-03-22","57.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2154952","2154952","GBPINR24517107.25CE","GBPINR","0.6625","2024-05-17","107.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149046","2149046","JPYINR2432253.5PE","JPYINR","0.01","2024-03-22","53.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149047","2149047","JPYINR2432255PE","JPYINR","0.2575","2024-03-22","55.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149048","2149048","GBPINR24322107.5PE","GBPINR","2.425","2024-03-22","107.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149049","2149049","GBPINR24322109PE","GBPINR","3.865","2024-03-22","109.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149052","2149052","JPYINR2432256.75PE","JPYINR","1.515","2024-03-22","56.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149053","2149053","JPYINR2432253.5CE","JPYINR","1.7575","2024-03-22","53.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149054","2149054","JPYINR2432258.25PE","JPYINR","2.9875","2024-03-22","58.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149055","2149055","JPYINR2432255CE","JPYINR","0.51","2024-03-22","55.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149056","2149056","GBPINR24322107.5CE","GBPINR","0.0675","2024-03-22","107.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149057","2149057","GBPINR24322109CE","GBPINR","0.0075","2024-03-22","109.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149058","2149058","JPYINR2432256.75CE","JPYINR","0.0225","2024-03-22","56.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149060","2149060","JPYINR2432258.25CE","JPYINR","0.0025","2024-03-22","58.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149062","2149062","EURINR2432294.75PE","EURINR","4.7075","2024-03-22","94.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149064","2149064","GBPINR24322105.5PE","GBPINR","0.875","2024-03-22","105.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149065","2149065","GBPINR24322107PE","GBPINR","1.98","2024-03-22","107.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149066","2149066","EURINR2432290.25PE","EURINR","0.6225","2024-03-22","90.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149068","2149068","GBPINR24322101PE","GBPINR","0.0025","2024-03-22","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149071","2149071","EURINR2432294.75CE","EURINR","0.0025","2024-03-22","94.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149074","2149074","JPYINR2432254.75PE","JPYINR","0.17","2024-03-22","54.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149075","2149075","JPYINR2432256.25PE","JPYINR","1.0625","2024-03-22","56.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149076","2149076","GBPINR24322105.5CE","GBPINR","0.515","2024-03-22","105.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149077","2149077","GBPINR24322107CE","GBPINR","0.1225","2024-03-22","107.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149078","2149078","EURINR2432290.25CE","EURINR","0.4075","2024-03-22","90.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149079","2149079","GBPINR24322101CE","GBPINR","4.1425","2024-03-22","101.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149082","2149082","JPYINR2432254.75CE","JPYINR","0.6725","2024-03-22","54.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149083","2149083","JPYINR2432256.25CE","JPYINR","0.07","2024-03-22","56.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149084","2149084","EURINR2432292.75PE","EURINR","2.7175","2024-03-22","92.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149085","2149085","EURINR2432294.25PE","EURINR","4.2075","2024-03-22","94.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149086","2149086","GBPINR24322103.5PE","GBPINR","0.1475","2024-03-22","103.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149087","2149087","GBPINR24322105PE","GBPINR","0.61","2024-03-22","105.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149088","2149088","JPYINR2432258.75PE","JPYINR","3.485","2024-03-22","58.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149090","2149090","USDINR2432285.5PE","USDINR","2.54","2024-03-22","85.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149091","2149091","EURINR2432292.75CE","EURINR","0.0075","2024-03-22","92.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149093","2149093","EURINR2432294.25CE","EURINR","0.0025","2024-03-22","94.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149094","2149094","JPYINR2432252.75PE","JPYINR","0.0025","2024-03-22","52.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149096","2149096","JPYINR2432254.25PE","JPYINR","0.065","2024-03-22","54.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149097","2149097","GBPINR24322103.5CE","GBPINR","1.7875","2024-03-22","103.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149098","2149098","GBPINR24322105CE","GBPINR","0.75","2024-03-22","105.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149099","2149099","JPYINR2432258.75CE","JPYINR","0.0025","2024-03-22","58.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149100","2149100","USDINR2432285.5CE","USDINR","0.0025","2024-03-22","85.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149102","2149102","JPYINR2432252.75CE","JPYINR","2.495","2024-03-22","52.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149103","2149103","JPYINR2432254.25CE","JPYINR","1.065","2024-03-22","54.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149105","2149105","EURINR2432290.75PE","EURINR","0.9425","2024-03-22","90.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149106","2149106","EURINR2432292.25PE","EURINR","2.2325","2024-03-22","92.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149107","2149107","GBPINR24322101.5PE","GBPINR","0.0075","2024-03-22","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149108","2149108","GBPINR24322103PE","GBPINR","0.0825","2024-03-22","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149110","2149110","USDINR2432283.5PE","USDINR","0.5425","2024-03-22","83.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149111","2149111","EURINR2432290.75CE","EURINR","0.23","2024-03-22","90.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149112","2149112","USDINR2432285PE","USDINR","2.04","2024-03-22","85.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149113","2149113","EURINR2432292.25CE","EURINR","0.0225","2024-03-22","92.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149114","2149114","JPYINR2432252.25PE","JPYINR","0.0025","2024-03-22","52.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149115","2149115","GBPINR24322104.75PE","GBPINR","0.5","2024-03-22","104.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149116","2149116","GBPINR24322101.5CE","GBPINR","3.6475","2024-03-22","101.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149117","2149117","GBPINR24322106.25PE","GBPINR","1.375","2024-03-22","106.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149118","2149118","GBPINR24322103CE","GBPINR","2.22","2024-03-22","103.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149119","2149119","USDINR2432283.5CE","USDINR","0.0025","2024-03-22","83.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149120","2149120","USDINR2432285CE","USDINR","0.0025","2024-03-22","85.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149121","2149121","JPYINR2432252.25CE","JPYINR","2.995","2024-03-22","52.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149122","2149122","GBPINR24322104.75CE","GBPINR","0.89","2024-03-22","104.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149123","2149123","JPYINR2432261.5PE","JPYINR","6.2275","2024-03-22","61.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149124","2149124","GBPINR24322106.25CE","GBPINR","0.2675","2024-03-22","106.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149126","2149126","EURINR2432288.5PE","EURINR","0.0675","2024-03-22","88.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149127","2149127","GBPINR24322108.75PE","GBPINR","3.62","2024-03-22","108.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149128","2149128","JPYINR2432261.5CE","JPYINR","0.0025","2024-03-22","61.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149129","2149129","USDINR2432281.5PE","USDINR","0.0025","2024-03-22","81.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149131","2149131","USDINR2432283PE","USDINR","0.12","2024-03-22","83.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149132","2149132","GBPINR24322102.75PE","GBPINR","0.06","2024-03-22","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149133","2149133","EURINR2432288.5CE","EURINR","1.6025","2024-03-22","88.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149134","2149134","GBPINR24322104.25PE","GBPINR","0.3225","2024-03-22","104.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149135","2149135","GBPINR24322108.75CE","GBPINR","0.0125","2024-03-22","108.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149136","2149136","USDINR2432281.5CE","USDINR","1.4575","2024-03-22","81.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149137","2149137","USDINR2432283CE","USDINR","0.0775","2024-03-22","83.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149138","2149138","GBPINR24322102.75CE","GBPINR","2.4475","2024-03-22","102.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149139","2149139","GBPINR24322104.25CE","GBPINR","1.2125","2024-03-22","104.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149140","2149140","JPYINR2432261PE","JPYINR","5.73","2024-03-22","61.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149142","2149142","EURINR2432286.5PE","EURINR","0.0025","2024-03-22","86.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149143","2149143","EURINR2432288PE","EURINR","0.0275","2024-03-22","88.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149144","2149144","GBPINR24322106.75PE","GBPINR","1.77","2024-03-22","106.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149145","2149145","GBPINR24322108.25PE","GBPINR","3.1325","2024-03-22","108.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149146","2149146","JPYINR2432261CE","JPYINR","0.0025","2024-03-22","61.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149147","2149147","USDINR2432281PE","USDINR","0.0025","2024-03-22","81.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149148","2149148","GBPINR24322100.75PE","GBPINR","0.0025","2024-03-22","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149150","2149150","EURINR2432286.5CE","EURINR","3.5325","2024-03-22","86.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149151","2149151","GBPINR24322102.25PE","GBPINR","0.03","2024-03-22","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149152","2149152","EURINR2432288CE","EURINR","2.0625","2024-03-22","88.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149154","2149154","GBPINR24322106.75CE","GBPINR","0.16","2024-03-22","106.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149155","2149155","GBPINR24322108.25CE","GBPINR","0.025","2024-03-22","108.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149156","2149156","USDINR2432284.25PE","USDINR","1.29","2024-03-22","84.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149157","2149157","USDINR2432281CE","USDINR","1.9575","2024-03-22","81.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149158","2149158","GBPINR24322100.75CE","GBPINR","4.39","2024-03-22","100.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149159","2149159","GBPINR24322102.25CE","GBPINR","2.9175","2024-03-22","102.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149162","2149162","EURINR2432286PE","EURINR","0.0025","2024-03-22","86.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149163","2149163","USDINR2432284.25CE","USDINR","0.0025","2024-03-22","84.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149165","2149165","EURINR2432287.75PE","EURINR","0.0175","2024-03-22","87.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149166","2149166","GBPINR24322100.25PE","GBPINR","0.0025","2024-03-22","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149167","2149167","EURINR2432289.25PE","EURINR","0.2075","2024-03-22","89.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149168","2149168","EURINR2432286CE","EURINR","4.0325","2024-03-22","86.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149172","2149172","USDINR2432280.75PE","USDINR","0.0025","2024-03-22","80.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149173","2149173","JPYINR2430752PE","JPYINR","0.0025","2024-03-07","52.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149174","2149174","USDINR2432282.25PE","USDINR","0.0025","2024-03-22","82.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149175","2149175","EURINR2432287.75CE","EURINR","2.3","2024-03-22","87.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149176","2149176","GBPINR24322100.25CE","GBPINR","4.8875","2024-03-22","100.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149177","2149177","EURINR2432289.25CE","EURINR","0.9925","2024-03-22","89.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149181","2149181","USDINR2432280.75CE","USDINR","2.2075","2024-03-22","80.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149182","2149182","JPYINR2430752CE","JPYINR","3.1025","2024-03-07","52.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149183","2149183","USDINR2432282.25CE","USDINR","0.71","2024-03-22","82.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2154976","2154976","JPYINR2451754.25PE","JPYINR","0.225","2024-05-17","54.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149186","2149186","EURINR2432287.25PE","EURINR","0.005","2024-03-22","87.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149187","2149187","USDINR2432284.75PE","USDINR","1.79","2024-03-22","84.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149188","2149188","USDINR2432286.25PE","USDINR","3.2875","2024-03-22","86.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149189","2149189","USDINR2432280.25PE","USDINR","0.0025","2024-03-22","80.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149190","2149190","EURINR2432285.75CE","EURINR","4.28","2024-03-22","85.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149191","2149191","EURINR2432287.25CE","EURINR","2.79","2024-03-22","87.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149192","2149192","USDINR2432284.75CE","USDINR","0.0025","2024-03-22","84.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149193","2149193","USDINR2432286.25CE","USDINR","0.0025","2024-03-22","86.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149195","2149195","JPYINR2430751.75PE","JPYINR","0.0025","2024-03-07","51.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149197","2149197","USDINR2432280.25CE","USDINR","2.7075","2024-03-22","80.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149198","2149198","EURINR2432289.75PE","EURINR","0.3775","2024-03-22","89.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149200","2149200","EURINR2432285.25PE","EURINR","0.0025","2024-03-22","85.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149201","2149201","JPYINR2430751.75CE","JPYINR","3.3525","2024-03-07","51.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149203","2149203","USDINR2432282.75PE","USDINR","0.0275","2024-03-22","82.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149204","2149204","EURINR2432289.75CE","EURINR","0.6625","2024-03-22","89.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149207","2149207","EURINR2432285.25CE","EURINR","4.78","2024-03-22","85.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149208","2149208","EURINR2432294.5PE","EURINR","4.4575","2024-03-22","94.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149209","2149209","USDINR2432282.75CE","USDINR","0.235","2024-03-22","82.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149211","2149211","JPYINR2432260.75PE","JPYINR","5.48","2024-03-22","60.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149217","2149217","JPYINR2432260.75CE","JPYINR","0.0025","2024-03-22","60.75","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149221","2149221","EURINR2432292.5PE","EURINR","2.475","2024-03-22","92.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149223","2149223","EURINR2432294PE","EURINR","3.9575","2024-03-22","94.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149224","2149224","JPYINR2432260.25PE","JPYINR","4.9825","2024-03-22","60.25","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149225","2149225","JPYINR2432258.5PE","JPYINR","3.2375","2024-03-22","58.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149228","2149228","EURINR2432292.5CE","EURINR","0.015","2024-03-22","92.5","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149230","2149230","EURINR2432294CE","EURINR","0.0025","2024-03-22","94.0","0.25","1","FUTCUR","FF","BCD_FO"
"BCD_FO|2149232","2149232","JPYINR2432252.5PE","JPYINR","0.0025","2024-03-22","52.5","0.25","1","FUTCUR","FF","BCD_FO"
